recipe_name,diet,prep_time_mins,cook_time_mins,course,cuisine,translated_ingredients,url
Vegan Chickpea Omelette Recipe (Spiced Chickpea Flour Pancakes),High Protein Vegetarian,20,30,North Indian Breakfast,North Indian Recipes,"1 cup Gram flour (besan),1/2 cup Coconut milk,3/4 cup Water,1 inch Ginger - grated,2 cloves Garlic - grated,1/2 teaspoon Ajwain (Carom seeds),1/4 teaspoon Asafoetida (hing),1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Baking soda,2-3 Green Chillies - finely chopped,1 Onion - finely chopped,1 Tomato - finely chopped,Coriander (Dhania) Leaves - A handful finely chopped,Salt - to taste,Sunflower Oil - for cooking",http://www.archanaskitchen.com/vegan-chickpea-omelette-recipe-spiced-chickpea-flour-pancakes
Peanut Pudding Recipe - Salt Pudding / Firm Mod Modak,Vegetarian,10,30,Snack,Maharashtrian Recipes,"1 cup Rice flour,1 cup Water,1 teaspoon Sunflower Oil,1/4 teaspoon Salt,1 cups White Urad Dal (Whole) - soaked for 4 hours,2 Green Chillies - chopped,1 inch Ginger - chopped,1/4 teaspoon Asafoetida (hing),Salt - to taste,1 teaspoon Sesame (Gingelly) Oil,1 teaspoon Mustard seeds,1 sprig Curry leaves - finely chopped",https://www.archanaskitchen.com/ulundu-kozhukattai-recipe-uppu-kozhukattai-urad-dal-modak
Tofu Pulao Recipe,Vegetarian,20,45,Dinner,Indian,"1 cup rice, 2 tablespoons ghee, 1 teaspoon cumin seeds, 1 bay leaf, 1 lentil sugar, 3 long, 2 green chillies - chopped, 1 tablespoon ginger garlic paste, 2 onions - chopped, 2 tomatoes - chopped Take, 1/2 capsicum (green) - red or yellow, 1/2 teaspoon red chilli powder, 1/2 teaspoon turmeric powder, 1 teaspoon coriander powder, 1/2 teaspoon garam masala powder, 1 cup tofu - cut, salt - according to taste, coriander - to garnish",https://www.archanaskitchen.com/tofu-pulao-recipe-in-hindi
Dubuk Vade Recipe - Khandeshi Gram Flour Dumpling Curry,Vegetarian,10,35,Lunch,Maharashtrian Recipes,"2 Onions - finely chopped,4 cloves Garlic - chopped,1/4 cup Fresh coconut - grated,1/2 cup Coriander (Dhania) Leaves - chopped,1 teaspoon Cumin seeds (Jeera),1 tablespoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),3 tablespoon Garam masala powder,Salt - to taste,1/2 cup Gram flour (besan),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Salt - to taste",http://www.archanaskitchen.com/dubuk-vade-recipe-khandeshi-gram-flour-dumpling-curry
Radish Soup Recipe,Vegetarian,10,30,Side Dish,Indian,"8 Mooli/ Mullangi (Radish) - purple one,2 cups Water,1/4 teaspoon Garam masala powder,1/2 teaspoon Salt,1/2 teaspoon Black pepper powder,Mooli/ Mullangi (Radish) - slices,Coriander (Dhania) Leaves - as required for garnish (chopped)",https://www.archanaskitchen.com/radish-soup-recipe
Matar Paneer Kachori Korma Recipe - Green Peas And Paneer Kachori Curry,Vegetarian,50,30,Lunch,North Indian Recipes,"1 cup All Purpose Flour (Maida),2 tablespoons Sunflower Oil,1/2 teaspoons Ajwain (Carom seeds),Salt - to taste,Sunflower Oil - as required for frying,1 cup Green peas (Matar),1 cup Paneer (Homemade Cottage Cheese) - crumbled,1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Sunflower Oil,Salt and Pepper - to taste,1 cup Onion - chopped,1 cup Homemade tomato puree,1 teaspoon Ginger Garlic Paste,12 Whole cashews,1/2 cup Curd (Dahi / Yogurt),2 Cloves (Laung),1 Mace (Javitri),2 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Garam masala powder,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Sugar,Salt - to taste,Coriander (Dhania) Leaves - as required,Fresh cream - as required for garnishing,2 tablespoons Sunflower Oil",http://www.archanaskitchen.com/matar-paneer-kachori-korma-recipe-green-peas-and-paneer-kachori-curry
Thengai Sadam Recipe (A Quick and Healthy Coconut Rice),Vegetarian,30,30,Lunch,South Indian Recipes,"1 cup Fresh coconut - grated,2-1/2 cups Cooked rice,1 teaspoon Mustard seeds,2 teaspoons White Urad Dal (Split),2 teaspoons Chana dal (Bengal Gram Dal),1 Raw Peanuts (Moongphali) - fistful,1 sprig Curry leaves,3 or 4 Green Chillies - finely chopped,1 teaspoon Ginger - grated,1 + 1 tablespoon Coconut Oil,Salt - to taste",https://www.archanaskitchen.com/south-indian-thengai-sadam-recipe-a-quick-and-healthy-coconut-rice
Karwar Style Ambade Udid Methi Recipe - Hog Plum Curry,Vegetarian,25,25,Lunch,Coastal Karnataka,"5 Hog Plum (Amtekai) - (Ambade),3/4 cup Fresh coconut - grated,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Black Urad Dal (Split),1 teaspoon Rice - (raw rice),1/4 teaspoon Methi Seeds (Fenugreek Seeds),6 Whole Black Peppercorns,4 Dry Red Chilli,2 tablespoons Jaggery,1 pinch Asafoetida (hing),1 Karela (Bitter Gourd/ Pavakkai) - (Small),Salt - to taste,2 teaspoons Sunflower Oil,2 teaspoons Sunflower Oil,1/2 teaspoon Mustard seeds,1 pinch Asafoetida (hing)",http://www.archanaskitchen.com/ambade-udid-methi-recipe-karwar-style-hog-plum-curry
Roasted Cauliflower Recipe,Vegetarian,15,25,Dinner,South Indian Recipes,"2 cups Cauliflower (gobi),4 Garlic - sliced,2 teaspoon Cumin seeds (Jeera) - roasted and crushed,1 teaspoon Coriander Powder (Dhania),2 teaspoon Black pepper powder - or red chilli powder,3 tablespoon Extra Virgin Olive Oil,1/4 cup Anardana Powder (Pomegranate Seed Powder),2 tablespoons Pomegranate molasses - orhoney (optional but recommended),Fresh Herbs - Handful of herbs of choice like basil,Salt - to taste",http://www.archanaskitchen.com/roasted-cauliflower-recipe
Crunchy Ginger Capsicum Rice Recipe,Vegetarian,20,20,Lunch,Indian,"2 cups Basmati rice - cooked,1 Yellow Bell Pepper (Capsicum),1 Red Bell pepper (Capsicum),1 Green Bell Pepper (Capsicum),2 Green Chillies - finely chopped,2 inch Ginger - grated,2 teaspoon Butter,2 teaspoon Sesame seeds (Til seeds) - mixed black and white,Salt - to taste",http://www.archanaskitchen.com/crunchy-ginger-capsicum-rice-recipe
Bengali Chirer Payesh / Poha Pudding Recipe With Nolen Gur,Vegetarian,15,30,Dessert,Bengali Recipes,"1/2 cup Poha (Flattened rice),2 tablespoons Rice flour,2 1/2 liter Milk,1 cup Nolen Gur - or brown sugar,2 Cardamom (Elaichi) Pods/Seeds,8-10 Mixed nuts - almonds/cashews,1 tablespoon Raisins,1 pinch Saffron strands - and a little more for garnish,pinch Salt",https://www.archanaskitchen.com/bengali-chirer-payesh-poha-pudding-recipe-with-nolen-gur
Makhan Recipe (Homemade Butter),Vegetarian,10,0,Side Dish,North Indian Recipes,"2 cups Fresh cream,1 cup Water",http://www.archanaskitchen.com/makhan-recipe-homemade-butter
White Pumpkin Mor Kuzhambu Recipe - Kerala Style White Pumpkin Curry,Vegetarian,10,25,Lunch,Kerala Recipes,"1-1/2 cups Curd (Dahi / Yogurt) - thick,1/2 cup Fresh coconut,1 cup Vellai Poosanikai (Ash gourd/White Pumpkin) - cubed,4 Green Chillies,1/4 teaspoon Black pepper powder,1/3 cup Water,1/4 teaspoon Turmeric powder (Haldi),Salt - as per your taste,1 teaspoon Coconut Oil,1/4 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1 sprig Curry leaves,1 Dry Red Chilli",http://www.archanaskitchen.com/white-pumpkin-mor-kuzhambu-recipe-kerala-style-white-pumpkin-gravy
Paneer and Green Peas Paratha Recipe - Paneer and Green Peas Paratha Recipe,High Protein Vegetarian,20,45,North Indian Breakfast,North Indian Recipes,"1/2 cup green peas - make paste, 1 cup cheese - crumble, cut 1 inch ginger - 1 green chili - chopped, 1 tsp turmeric powder, 2 tsp red chili powder, 1 tsp mango powder Powder, 1 tsp coriander powder, salt - according to taste, 1 cup wheat flour, salt - according to taste, oil - according to use, water - lukewarm",http://www.archanaskitchen.com/paneer-and-green-peas-paratha-recipe-in-hindi
Elephant Yam Raita (Recipe In Hindi),Vegetarian,15,25,Side Dish,Indian,"250 grams Elephant yam, 1/2 green chilli, 1 inch ginger, 3 tablespoons coriander - chopped, salt - as per taste, 1 cup curd, 1 teaspoon oil, asafetida - a pinch, 1-1 / 2 teaspoon Rye, 1-1 / 2 teaspoon Kali Urad Dal (Split)",https://www.archanaskitchen.com/senai-pachadi-recipe-elephant-yam-raita-in-hindi
Chettinad Style Prawn Biryani Recipe,Non Vegeterian,30,25,Lunch,Chettinad,"200 grams Shrimps - or prawns,1-1/2 cups Basmati rice,4-5 Shallots,1 tablespoon Ginger - paste,1 tablespoon Garlic - paste,3 tablespoons Fresh coconut - grated,1 teaspoon Green Chilli - paste,1/2 cup Hung Curd (Greek Yogurt),2 sprig Curry leaves,1 cup Sunflower Oil,2 tablespoons Ghee,1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,5-6 Whole Black Peppercorns,4 Cardamom (Elaichi) Pods/Seeds,2 Black cardamom (Badi Elaichi),1 inch Cinnamon Stick (Dalchini),2 Bay leaves (tej patta),2-3 Dry Red Chilli,1/2 teaspoon Cumin seeds (Jeera)",http://www.archanaskitchen.com/chettinad-style-prawn-biryani-recipe
Murgh Malaiwala Recipe - Chicken In Rich Creamy Gravy,Non Vegeterian,150,30,Lunch,North Indian Recipes,"500 gram Chicken - cut into pieces,2 teaspoon Ginger - paste,1 teaspoon Garlic - paste,2 tablespoon Fresh cream,1 tablespoon Badam (Almond) - paste,1/2 teaspoon Lemon juice,1/4 teaspoon Black pepper powder,Salt - to taste,1 Onion - sliced,1/2 cup Fresh cream,1 cup Milk,2 Cardamom Powder (Elaichi),1 inch Cinnamon Stick (Dalchini),2 Bay leaf (tej patta),2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),4 teaspoon Ghee",http://www.archanaskitchen.com/murgh-malaiwala-recipe-chicken-in-rich-creamy-gravy
Paal Kesari Recipe - South Indian Style Milk Kesari,Vegetarian,10,25,Dessert,South Indian Recipes,"1/2 cup Sooji (Semolina/ Rava),1/2 teaspoon Ghee - for roasting the rava,3 cups Milk,3/4 cup Sugar,5 Saffron strands - (lightly powdered using mortar and pestle),1 Cardamom (Elaichi) Pods/Seeds - crushed (optional),1 teaspoon Ghee,5 Cashew nuts,5 Raisins,1 Mixed dry fruits - chopped",http://www.archanaskitchen.com/milk-kesari-recipe-south-indian-paal-kesari
Spicy Lemon Chicken Kebab Recipe,Non Vegeterian,60,30,Appetizer,Indian,"1 Chicken breasts - cut into cubes,1 Red Bell pepper (Capsicum) - cut into squares,1 Onion - cut into chunks,1 Lemon juice,1 teaspoon Dried Thyme Leaves,1 teaspoon Red Chilli flakes,1 teaspoon Black pepper powder,2 tablespoon Extra Virgin Olive Oil,Salt - to taste",http://www.archanaskitchen.com/spicy-lemon-chicken-kebab-recipe
Paneer Butter Masala Biryani Recipe - Layered Paneer Butter Masala Biryani Recipe,Vegetarian,20,25,Main Course,North Indian Recipes,"1 cup rice, 2 cups water, 1 tsp ghee, 1 cardamom, 2 long, 1 star anise, 1/2 inch cinnamon, 2 whole black pepper, salt - as per taste, 1 bay leaf, 1/4 cup onion - bottom Take, 1 sprig of green coriander, 1 sprig of mint, 200 grams of cottage cheese - cut into 1/2 inch cube, 2 tomatoes, 2 tablespoons cream, 1 onion - chop, 1 inch ginger, 3 cloves garlic, 1 green chili , 1 tsp cardamom powder, 1/2 tsp cumin powder, 1/2 tsp garam masala powder, 1/2 tsp red chilli powder, 1 tsp kasoori methi, 1 tsp honey, salt - oil, as per taste - As per use, 1 tbsp cashews - for garnish",https://www.archanaskitchen.com/layered-paneer-butter-masala-biryani-recipe-in-hindi
Gond Ke Ladoo Recipe - Edible Gum Ladoo,Vegetarian,15,60,Dessert,North Indian Recipes,"150 grams Goond (Edible Gum),350 grams Ghee,400 grams Whole Wheat Flour,400 grams Sugar - powdered,50 grams Dry coconut (kopra),50 grams Badam (Almond) - chopped,50 grams Cashew nuts - chopped",http://www.archanaskitchen.com/goond-ke-ladoo-recipe-edible-gum-ladoo
Mukhadi Halwa Recipe (Semolina & All Purpose Flour Halwa),Vegetarian,15,25,Dessert,North Indian Recipes,"1 cup Sooji (Semolina/ Rava),3 tablespoons All Purpose Flour (Maida),1 cup Milk - +1/3 cup extra,1 cup Sugar,3/4 cup Ghee",https://www.archanaskitchen.com/mukhadi-halwa-recipe-semolina-all-purpose-flour-halwa
Kobari Charu recipe - Kobbari Charu Recipe,High Protein Vegetarian,10,40,Lunch,South Indian Recipes,"2-1 / 2 cups coconut milk, 1 cup water, 1/4 cup roasted chana lentils, 6 green chillies - do more or less as you wish, 1 teaspoon oil, 1/2 teaspoon mustard, 1/4 small Spoon turmeric powder, 1/2 teaspoon cumin seeds, curry leaves - little, salt - as per taste, coriander leaves - little",https://www.archanaskitchen.com/kobbari-chaaru-recipe-coconut-milk-dal-sambar-recipe-in-hindi
Basil Tincture Recipe (Or) - Herbal Drink From Basil,Vegetarian,5,5,Side Dish,Indian,"2 cups Water,1 Tulsi (holy basil),1/2 teaspoon Black pepper powder,1/2 teaspoon Dry ginger powder,1 teaspoon Palm sugar - (Panakalkandu)",http://www.archanaskitchen.com/tulsi-kashayam-recipe-kaada-herbal-drink-from-tulsi-holi-basil-black-pepper-ginger-and-palm-sugar
Tamil Nadu Style Spicy Egg Fry Recipe,Eggetarian,5,30,Appetizer,Tamil Nadu,"2 Whole Eggs,Sunflower Oil - for frying,3 tablespoons Roasted Gram Dal (Pottukadalai),2 Dry Red Chillies,1 inch Ginger - chopped,4 cloves Garlic,1 tablespoon Whole Black Peppercorns,Salt - to taste",http://www.archanaskitchen.com/tamil-nadu-style-spicy-egg-fry-recipe
Chirer Dudh Puli Recipe - Bengali Style Baten Rice Dumpling Milk,Vegetarian,20,20,Dessert,Bengali Recipes,"2 cups Fresh coconut - grated,1 cup Palm jaggery - use date palm jaggery,1 cup Poha (Flattened rice),1/2 cup All Purpose Flour (Maida),1/4 cup Sooji (Semolina/ Rava),4 tablespoons Milk - warm,1 liter Milk,3/4 cup Palm jaggery - use date palm jaggery",https://www.archanaskitchen.com/chirer-dudh-puli-recipe-bengali-style-rice-dumpling-kheer
Waffle Broth Recipe - Puppet's Yamarinta Crovy,Vegetarian,5,20,Lunch,South Indian Recipes,"1 tablespoon Gingelly oil,1/4 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),Asafoetida (hing) - a pinch,3 Dry Red Chillies,1/2 cup Pearl onions (Sambar Onions) - halved,1 sprig Curry leaves,3 Urad dal papad - broken in to quarters,1 cup Tamarind Water,1 teaspoon Sambar Powder,1 tablespoon Jaggery,1/4 teaspoon Turmeric powder (Haldi),3 cups Water,Salt - as needed",http://www.archanaskitchen.com/appalam-vathal-kuzhambu-recipe-spicy-and-tangy-papad-curry
Kashmiri Style Modur Pulao With Pomegranate Recipe,Vegetarian,40,120,Lunch,Kashmiri,"1 cup Basmati rice - soaked for 1/2 hour,3 Cinnamon Stick (Dalchini),2 Cloves (Laung),1 Cardamom (Elaichi) Pods/Seeds,3/4 cup Milk - (adjust),1-1/2 cup Water,1 pinch Saffron strands,1 teaspoon Cumin powder (Jeera) - roasted,1 teaspoon Sunflower Oil,Salt - to taste,1/2 cup Anardana Powder (Pomegranate Seed Powder) - cleaned,2 teaspoon Cashew nuts,3 teaspoon Badam (Almond),2-5 teaspoon Raisins - optional,4 Dates - pitted and sliced,Ghee - as required",https://www.archanaskitchen.com/kashmiri-modur-pulao-with-pomegranate-and-paneer-masala-curry-recipe
North Indian Style Mushroom Matar Masala Recipe,High Protein Vegetarian,10,30,Lunch,North Indian Recipes,"1 cup Button mushrooms - chopped,1 cup Green peas (Matar) - boiled,Sunflower Oil - as required,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,Asafoetida (hing) - a pinch,1 Onion - chopped,1 Onion - paste,1 Tomato - paste,1 tablespoon Ginger Garlic Paste,1 Green Chilli - chopped,1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/4 teaspoon Garam masala powder,Water - as required,2 sprig Coriander (Dhania) Leaves - chopped",https://www.archanaskitchen.com/north-indian-style-mushroom-matar-masala-recipe
Dhania Chole Masala Recipe - Chickpeas In Fresh Coriander Gravy,High Protein Vegetarian,480,60,Main Course,North Indian Recipes,"1/2 cup Coriander (Dhania) Leaves - chopped,4 Green Chillies,1 inch Ginger,Salt - to taste,1 Lemon - juice extracted,2 cups Kabuli Chana (White Chickpeas) - soaked overnight,1 tablespoon Ghee,1 Onion - finely chopped,1 inch Ginger - finely chopped,3 cloves Garlic - finely chopped,1 Cinnamon Stick (Dalchini),1 Bay leaf (tej patta),1 Brown cardamom (Badi Elaichi),1 teaspoon Black Salt (Kala Namak),1/4 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Black Salt (Kala Namak),Salt - to taste,Salt - to taste",https://www.archanaskitchen.com/chole-dhania-masala-recipe
Capsicum Masala Poriyal (Recipe in Hindi),Vegetarian,38,25,Lunch,South Indian Recipes,"1 teaspoon oil, 1 teaspoon mustard, 1 capsicum (yellow) - cut, 1 capsicum (red) - cut, 1 capsicum (green) - cut, 1 onion - cut, curry leaves - little , Salt - as per taste, 1/2 cup peanuts - roast, 1 tablespoon coconut, 4 dry red chillies, 3 cloves garlic - unpeeled, 1 teaspoon cumin seeds, 4 sprig green coriander - chopped",http://www.archanaskitchen.com/capsicum-masala-poriyal-recipe-in-hindi
Kerala Style Raw Banana and Suran Kotu Curry Recipe - Kerala Style Plantain & Yam Thoran Recipe,Vegetarian,360,20,Dinner,Kerala Recipes,"1/2 cup raw banana - chopped, 1/2 cup suran - chopped, 1/2 cup black gram, 1/2 teaspoon turmeric powder, 1/2 teaspoon red chili powder, salt - as per taste, 1/2 2 tsp cumin seeds, 1 cup coconut - grated, 1/4 tsp whole black pepper, 3 cloves garlic, 1 green chili, 1 tsp oil, 1/2 tsp mustard",http://www.archanaskitchen.com/kerala-style-plantain-yam-kootu-curry-recipe-in-hindi
Cheese Stuffed Aloo Bonda Recipe,Vegetarian,15,30,Snack,Indian,"4 Potatoes (Aloo) - boiled and mashed,50 grams Mozzarella cheese - cut into 1/2 inch pieces,1 teaspoon Mustard seeds,1 inch Ginger - grated,1 Onion - finely chopped,2 Green Chillies - chopped,1/4 teaspoon Asafoetida (hing),1/2 teaspoon Turmeric powder (Haldi),Coriander (Dhania) Leaves - small bunch,Sunflower Oil - as needed,1 cup Gram flour (besan),1 teaspoon Turmeric powder (Haldi),Salt - to taste",http://www.archanaskitchen.com/cheese-stuffed-aloo-bonda-recipe
Dahi Wale Paneer Recipe - Paneer In A Curd Gravy,High Protein Vegetarian,65,15,Lunch,North Indian Recipes,"400 grams Paneer (Homemade Cottage Cheese),3 cloves Garlic - chopped,2 inch Ginger - chooped,2 Fresh Red chillies - chopped,1 teaspoon Red Bell pepper (Capsicum) - chopped,1 teaspoon Cumin powder (Jeera),2 teaspoon Coriander Powder (Dhania),1 tablespoon Garam masala powder,100 gram Curd (Dahi / Yogurt),1 tablespoon Butter,2 Onions - sliced,2 tablespoons Homemade tomato puree,2 tablespoon Whole cashews - or almonds (paste),50 grams Fresh cream,1 tablespoon Coriander (Dhania) Leaves - to garnish,1 tablespoon Lemon juice,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Lemon juice,1/4 teaspoon Turmeric powder (Haldi)",https://www.archanaskitchen.com/dahi-wale-paneer-recipe-paneer-in-a-curd-gravy
Nutty Aloo Paratha Recipe,Vegetarian,25,30,North Indian Breakfast,North Indian Recipes,"1 cup Whole Wheat Flour,1 cup Spinach Leaves (Palak) - pureed,Water - as required to make pliable dough,3 Potatoes (Aloo) - boiled and mashed,1/2 cup Paneer (Homemade Cottage Cheese) - crumbled/grated,1 tablespoon Coriander (Dhania) Leaves,1/2 teaspoon Garam masala powder,Salt - to taste,1/2 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder - or 2 chopped green chillies,1-1/2 tablespoon Mixed nuts - chopped,1 tablespoon Raisins,Ghee - to smear",http://www.archanaskitchen.com/nutty-aloo-paratha-recipe
Masalewali Turai Sabzi Recipe - Masalawali Turai Sabzi Recipe,Vegetarian,20,30,Side Dish,North Indian Recipes,"2 trumpet - peel and chop, 1/2 teaspoon mustard, 1/2 teaspoon cumin seeds, 1 ginger, 2 tomatoes - make puree, 1/2 teaspoon turmeric powder, 1/2 teaspoon red chilli powder, 1 small Spoon coriander powder, 1 teaspoon jaggery, 1 tablespoon oil, salt - as per taste, 1/4 cup water, coriander leaves - as per use",https://www.archanaskitchen.com/masalewali-turai-sabzi-recipe-ridge-gourd-in-tomato-curry-in-hindi
Pudina Mushroom And Soya Biryani Recipe,High Protein Vegetarian,20,40,Main Course,Indian,"1-1/2 cups Basmati rice - parboiled with spices infused water (Spices include Cinnamon,1 cup Button mushrooms - cut into quarters,1 cup Soy Chunks (Nuggets) - soaked in hot water,1 cup Onion - sliced,1 inch Ginger,1/2 cup Curd (Dahi / Yogurt),2 tablespoons Biryani Masala,3 cloves Garlic,1 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,2 teaspoon Red Chilli powder,1/4 cup Mint Leaves (Pudina) - finely chopped,Salt - to taste,2 tablespoons Ghee,1 Green Chillies - chopped,1 teaspoon Ajwain (Carom seeds),1 Bay leaf (tej patta),1 Star anise,1 Cardamom (Elaichi) Pods/Seeds,2 Cloves (Laung),1 inch Cinnamon Stick (Dalchini)",http://www.archanaskitchen.com/minty-mushroom-and-soya-biryani-recipe
